  350   11
  375   12
  400   12
  425   17
  450   30
  475   43
  500   57
  525   76
  550   91
  575   93
  600   91
  625   99
  650   99
  675   87
  700   82
  725   69
  750   65
  775   62
  800   56
  825   43
  850   41
  875   39
  900   38
  925   37
  950   32
  975   27
 1000   18
